customer_id,open_date,account_type,balance,credit_score,job_sector
CUST_10075,2025-02-17,Investment,0.0,736.0,Tech
CUST_10076,2025-01-15,Savings,5289.61,350.0,Unemployed
CUST_10077,2025-02-09,Credit Card,0.0,742.0,Finance
CUST_10078,2025-03-23,Savings,6246.89,580.0,Unemployed
CUST_10079,2025-04-21,Investment,4888.96,343.0,Tech
CUST_10080,2025-02-22,Credit Card,24513.67,664.0,Healthcare
CUST_10081,2025-01-24,Credit Card,12575.94,568.0,Retail
CUST_10082,2025-06-03,Savings,19669.03,592.0,Finance
CUST_10083,2025-05-04,Checking,0.0,493.0,Retail
CUST_10084,2025-02-10,Checking,27945.02,670.0,Unknown
CUST_10085,2025-06-06,Credit Card,18404.72,377.0,Retail
CUST_10086,2025-01-15,Savings,11411.57,488.0,Finance
CUST_10087,2025-02-14,Investment,0.0,689.0,Healthcare
CUST_10088,2025-03-06,Credit Card,22681.1,,Unemployed
CUST_10089,2025-03-30,Savings,31600.03,601.0,Unknown
CUST_10090,2025-03-12,Credit Card,5169.29,657.0,Education
CUST_10091,2025-01-09,Checking,5476.23,393.0,Healthcare
CUST_10092,2025-03-29,Checking,0.0,635.0,Unemployed
CUST_10093,2025-05-09,Savings,0.0,463.0,Education
CUST_10094,2025-05-16,Checking,0.0,640.0,Education
CUST_10095,2025-03-04,Credit Card,29891.29,371.0,Finance
CUST_10096,2025-05-19,Checking,21185.17,341.0,Finance
CUST_10097,2025-03-22,Checking,0.0,710.0,Tech
CUST_10098,2025-05-16,Checking,0.0,320.0,Unemployed
CUST_10099,2025-06-12,Credit Card,37026.23,300.0,Unknown
CUST_10100,2025-06-12,Savings,0.0,375.0,Retail
CUST_10101,2025-02-02,Credit Card,0.0,697.0,Retail
CUST_10102,2025-05-03,Checking,0.0,387.0,Retail
CUST_10103,2025-01-05,Savings,0.0,316.0,Retail
CUST_10104,2025-02-10,Savings,0.0,628.0,Tech
CUST_10105,2025-01-28,Checking,0.0,509.0,Education
CUST_10106,2025-05-15,Credit Card,0.0,682.0,Tech
CUST_10107,2025-03-13,Savings,24919.57,445.0,Unemployed
CUST_10108,2025-01-12,Credit Card,0.0,752.0,Unknown
CUST_10109,2025-06-11,Savings,2871.11,692.0,Finance
CUST_10110,2025-02-02,Checking,0.0,609.0,Healthcare
CUST_10111,2025-02-17,Investment,1850.39,791.0,Education
CUST_10112,2025-05-31,Credit Card,0.0,729.0,Education
CUST_10113,2025-03-03,Savings,6138.42,300.0,Tech
CUST_10114,2025-02-06,Checking,9821.95,340.0,Finance
CUST_10115,2025-04-09,Savings,26032.73,511.0,Finance
CUST_10116,2025-06-21,Checking,0.0,632.0,Unemployed
CUST_10117,2025-04-14,Credit Card,29267.4,745.0,Unknown
CUST_10118,2025-02-04,Credit Card,0.0,,Education
CUST_10119,2025-04-11,Savings,1429.71,453.0,Tech
CUST_10120,2025-06-24,Investment,31471.1,822.0,Retail
CUST_10121,2025-05-11,Checking,48544.12,324.0,Education
CUST_10122,2025-01-01,Savings,30289.05,324.0,Retail
CUST_10123,2025-01-05,Checking,1646.12,405.0,Healthcare
CUST_10124,2025-05-22,Checking,12723.13,418.0,Finance
CUST_10125,2025-04-13,Checking,15239.55,407.0,Education
CUST_10126,2025-01-27,Checking,10181.36,629.0,Healthcare
CUST_10127,2025-05-17,Checking,0.0,479.0,Retail
CUST_10128,2025-01-15,Savings,8518.74,430.0,Education
CUST_10129,2025-03-31,Credit Card,0.0,467.0,Healthcare
CUST_10130,2025-02-11,Checking,0.0,522.0,Education
CUST_10131,2025-05-04,Savings,329.46,768.0,Healthcare
CUST_10132,2025-06-28,Credit Card,9729.97,577.0,Healthcare
CUST_10133,2025-03-04,Investment,20020.75,489.0,Retail
CUST_10134,2025-04-06,Investment,1191.08,830.0,Finance
CUST_10135,2025-02-21,Savings,3820.85,825.0,Tech
CUST_10136,2025-04-06,Savings,17058.94,489.0,Healthcare
CUST_10137,2025-05-12,Checking,6063.08,517.0,Finance
CUST_10138,2025-05-31,Savings,10723.27,598.0,Unemployed
CUST_10139,2025-05-23,Investment,6169.53,610.0,Tech
CUST_10140,2025-06-20,Savings,8040.98,535.0,Retail
CUST_10141,2025-01-29,Savings,0.0,467.0,Education
CUST_10142,2025-02-05,Checking,6834.9,492.0,Finance
CUST_10143,2025-01-13,Savings,26417.94,541.0,Unknown
CUST_10144,2025-06-09,Credit Card,7534.87,461.0,Education
CUST_10145,2025-03-12,Checking,0.0,638.0,Education
CUST_10146,2025-03-27,Savings,27147.95,754.0,Tech
CUST_10147,2025-01-28,Savings,15820.58,434.0,Unemployed
CUST_10148,2025-03-07,Checking,16514.42,492.0,Finance
CUST_10149,2025-06-19,Savings,16107.83,701.0,Healthcare
CUST_10150,2025-02-14,Checking,0.0,691.0,Unemployed
CUST_10151,2025-03-03,Checking,14717.07,341.0,Tech
CUST_10152,2025-05-14,Credit Card,25769.46,392.0,Finance
CUST_10153,2025-01-28,Investment,0.0,514.0,Healthcare
CUST_10154,2025-01-28,Investment,0.0,648.0,Unknown
CUST_10155,2025-04-18,Investment,10483.57,812.0,Unknown
CUST_10156,2025-02-13,Savings,5491.21,634.0,Education
CUST_10157,2025-03-25,Savings,0.0,698.0,Retail
CUST_10158,2025-01-30,Savings,14080.68,463.0,Retail
CUST_10159,2025-03-16,Credit Card,12954.39,405.0,Tech
CUST_10160,2025-05-08,Investment,0.0,531.0,Unemployed
CUST_10161,2025-04-02,Credit Card,33339.61,832.0,Unknown
CUST_10162,2025-05-09,Savings,16266.82,476.0,Healthcare
CUST_10163,2025-05-01,Investment,0.0,593.0,Healthcare
CUST_10164,2025-01-27,Checking,17282.96,,Retail
CUST_10165,2025-05-01,Savings,16847.39,819.0,Healthcare
CUST_10166,2025-04-26,Checking,26225.12,569.0,Finance
CUST_10167,2025-01-03,Savings,0.0,511.0,Finance
CUST_10168,2025-04-13,Checking,17499.55,462.0,Retail
CUST_10169,2025-06-04,Savings,1450.22,352.0,Education
CUST_10170,2025-05-17,Checking,0.0,532.0,Education
CUST_10171,2025-03-03,Checking,0.0,737.0,Education
CUST_10172,2025-06-14,Credit Card,0.0,817.0,Retail
CUST_10173,2025-02-20,Checking,13106.36,343.0,Tech
CUST_10174,2025-06-21,Checking,904.26,815.0,Unknown
CUST_10175,2025-06-01,Credit Card,0.0,391.0,Unknown
CUST_10176,2025-02-28,Investment,6130.33,737.0,Healthcare
CUST_10177,2025-04-28,Savings,22367.7,636.0,Finance
CUST_10178,2025-06-09,Checking,0.0,593.0,Unemployed
CUST_10179,2025-04-06,Savings,0.0,563.0,Unknown
CUST_10180,2025-06-29,Savings,11613.83,,Finance
CUST_10181,2025-04-23,Checking,0.0,523.0,Unemployed
CUST_10182,2025-03-03,Credit Card,0.0,718.0,Tech
CUST_10183,2025-02-21,Savings,10199.1,414.0,Healthcare
CUST_10184,2025-01-12,Credit Card,0.0,534.0,Education
CUST_10185,2025-02-08,Credit Card,0.0,573.0,Unemployed
CUST_10186,2025-05-10,Investment,0.0,529.0,Finance
CUST_10187,2025-05-11,Savings,0.0,333.0,Unknown
CUST_10188,2025-04-23,Investment,0.0,687.0,Unknown
CUST_10189,2025-04-11,Savings,20849.93,800.0,Education
CUST_10190,2025-04-23,Checking,40428.36,761.0,Education
CUST_10191,2025-03-22,Savings,5542.74,748.0,Retail
CUST_10192,2025-04-23,Savings,16523.73,513.0,Retail
CUST_10193,2025-01-02,Credit Card,0.0,345.0,Healthcare
CUST_10194,2025-05-10,Checking,0.0,704.0,Finance
CUST_10195,2025-02-23,Savings,32774.14,632.0,Retail
CUST_10196,2025-03-28,Savings,0.0,539.0,Healthcare
CUST_10197,2025-05-09,Checking,15780.62,553.0,Tech
CUST_10198,2025-05-27,Savings,7376.92,527.0,Education
CUST_10199,2025-05-06,Credit Card,19918.86,465.0,Finance
CUST_10200,2025-05-10,Savings,19311.46,810.0,NA
CUST_10201,2025-02-22,Savings,9165.88,689.0,Healthcare
CUST_10202,2025-06-21,Savings,10816.72,722.0,Retail
CUST_10203,2025-06-09,Checking,23188.77,710.0,Education
CUST_10204,2025-06-09,Savings,0.0,746.0,Education
CUST_10205,2025-03-09,Savings,28334.22,702.0,Finance
CUST_10206,2025-05-03,Investment,0.0,396.0,Finance
CUST_10207,2025-05-25,Checking,6148.7,678.0,Education
CUST_10208,2025-02-07,Savings,14437.7,485.0,Tech
CUST_10209,2025-01-24,Checking,0.0,543.0,Healthcare
CUST_10210,2025-03-10,Credit Card,25727.72,802.0,Tech
CUST_10211,2025-04-26,Savings,12138.51,587.0,Retail
CUST_10212,2025-04-08,Savings,54514.58,668.0,Tech
CUST_10213,2025-05-19,Credit Card,36210.39,364.0,Tech
CUST_10214,2025-05-24,Checking,4836.48,461.0,Retail
CUST_10215,2025-04-07,Checking,31783.8,717.0,Unemployed
CUST_10216,2025-05-04,Savings,17710.04,780.0,Unknown
CUST_10217,2025-03-11,Savings,8466.61,568.0,Unknown
CUST_10218,2025-04-03,Checking,0.0,,Unemployed
CUST_10219,2025-01-03,Savings,0.0,705.0,Healthcare
CUST_10220,2025-05-28,Checking,5065.55,788.0,Unknown
CUST_10221,2025-06-13,Checking,0.0,611.0,Education
CUST_10222,2025-05-27,Savings,8377.84,393.0,Tech
CUST_10223,2025-03-31,Investment,25585.55,689.0,Healthcare
CUST_10224,2025-05-27,Credit Card,17974.37,846.0,Retail
CUST_10225,2025-05-28,Credit Card,0.0,710.0,Unknown
CUST_10226,2025-04-06,Savings,18874.37,511.0,Unemployed
CUST_10227,2025-02-21,Savings,0.0,668.0,Healthcare
CUST_10228,2025-06-10,Checking,0.0,467.0,Unemployed
CUST_10229,2025-06-17,Savings,10724.56,313.0,Tech
CUST_10230,2025-05-08,Investment,0.0,506.0,Education
CUST_10231,2025-02-08,Savings,0.0,342.0,Retail
CUST_10232,2025-03-23,Checking,19909.58,741.0,Retail
CUST_10233,2025-04-14,Savings,14864.51,814.0,Tech
CUST_10234,2025-05-09,Checking,0.0,694.0,Unemployed
CUST_10235,2025-01-11,Savings,0.0,537.0,Healthcare
CUST_10236,2025-06-27,Checking,0.0,830.0,Education
CUST_10237,2025-05-31,Savings,34131.17,703.0,Retail
CUST_10238,2025-06-08,Credit Card,19498.11,513.0,Tech
CUST_10239,2025-02-11,Savings,26353.86,673.0,Tech
CUST_10240,2025-04-09,Investment,8840.37,431.0,Finance
CUST_10241,2025-01-07,Credit Card,-265.72,308.0,Unemployed
CUST_10242,2025-05-24,Savings,18577.89,452.0,Finance
CUST_10243,2025-03-31,Credit Card,24227.59,730.0,Healthcare
CUST_10244,2025-04-22,Savings,0.0,782.0,Unknown
CUST_10245,2025-03-01,Investment,0.0,604.0,Tech
CUST_10246,2025-04-23,Checking,0.0,583.0,Unemployed
CUST_10247,2025-01-02,Savings,0.0,771.0,Healthcare
CUST_10248,2025-05-09,Savings,15033.78,489.0,Healthcare
CUST_10249,2025-02-17,Savings,0.0,827.0,Education
CUST_10250,2025-05-20,Investment,18975.95,811.0,Finance
CUST_10251,2025-02-06,Savings,34507.62,642.0,Healthcare
CUST_10252,2025-06-09,Checking,5372.31,729.0,Education
CUST_10253,2025-01-09,Checking,4755.95,333.0,Education
CUST_10254,2025-04-09,Investment,13229.17,770.0,Unemployed
CUST_10255,2025-05-27,Savings,0.0,693.0,Finance
CUST_10256,2025-02-17,Checking,0.0,794.0,Finance
CUST_10257,2025-05-11,Checking,0.0,812.0,Tech
CUST_10258,2025-05-28,Credit Card,0.0,621.0,Healthcare
CUST_10259,2025-06-01,Savings,18496.8,414.0,Education
CUST_10260,2025-02-23,Savings,0.0,513.0,Tech
CUST_10261,2025-04-30,Savings,21670.8,444.0,Unemployed
CUST_10262,2025-06-10,Credit Card,12939.24,477.0,Healthcare
CUST_10263,2025-06-01,Savings,4658.29,659.0,Healthcare
CUST_10264,2025-04-26,Checking,17144.42,584.0,Tech
CUST_10265,2025-03-16,Savings,0.0,544.0,Education
CUST_10266,2025-04-23,Credit Card,0.0,505.0,Tech
CUST_10267,2025-06-13,Investment,15703.96,641.0,Healthcare
CUST_10268,2025-06-15,Checking,0.0,659.0,Tech
CUST_10269,2025-04-14,Savings,5219.17,798.0,Tech
CUST_10270,2025-03-25,Savings,13857.53,440.0,Unemployed
CUST_10271,2025-04-22,Savings,24663.24,,Healthcare
CUST_10272,2025-04-09,Savings,27732.19,688.0,Finance
CUST_10273,2025-06-02,Checking,3045.71,629.0,Unemployed
CUST_10274,2025-04-03,Checking,16554.0,692.0,Unknown
CUST_10275,2025-05-26,Investment,0.0,657.0,Education
CUST_10276,2025-05-08,Savings,0.0,693.0,Healthcare
CUST_10277,2025-04-20,Checking,25514.91,339.0,Unemployed
CUST_10278,2025-03-23,Checking,4401.44,572.0,Unknown
CUST_10279,2025-02-23,Checking,7395.17,719.0,Unemployed
CUST_10280,2025-06-12,Savings,0.0,369.0,Finance
CUST_10281,2025-06-18,Checking,11338.51,757.0,Tech
CUST_10282,2025-06-10,Checking,16310.81,533.0,Finance
CUST_10283,2025-03-09,Credit Card,15845.34,496.0,Healthcare
CUST_10284,2025-02-02,Investment,0.0,808.0,Unemployed
CUST_10285,2025-05-22,Savings,19999.17,835.0,Unemployed
CUST_10286,2025-01-21,Savings,0.0,446.0,Healthcare
CUST_10287,2025-02-17,Checking,4603.78,758.0,Unknown
CUST_10288,2025-05-28,Checking,0.0,366.0,Tech
CUST_10289,2025-05-08,Savings,2307.97,329.0,Unknown
CUST_10290,2025-05-16,Credit Card,0.0,406.0,Unemployed
CUST_10291,2025-05-15,Investment,0.0,689.0,Healthcare
CUST_10292,2025-05-25,Investment,5898.66,705.0,Unknown
CUST_10293,2025-05-08,Savings,17408.37,420.0,Retail
CUST_10294,2025-02-02,Credit Card,16893.55,310.0,Finance
CUST_10295,2025-06-25,Credit Card,0.0,646.0,Retail
CUST_10296,2025-04-25,Checking,15174.77,552.0,Retail
CUST_10297,2025-04-29,Checking,8094.15,418.0,Finance
CUST_10298,2025-01-22,Credit Card,0.0,819.0,Healthcare
CUST_10299,2025-06-07,Checking,0.0,514.0,Finance
CUST_10300,2025-02-07,Savings,4063.58,379.0,Tech
CUST_10301,2025-04-19,Checking,8458.97,718.0,NA
CUST_10302,2025-02-20,Checking,10668.23,588.0,Unemployed
CUST_10303,2025-01-08,Savings,2040.65,533.0,NA
CUST_10304,2025-01-27,Investment,0.0,560.0,Unknown
CUST_10305,2025-01-27,Checking,0.0,321.0,Healthcare
CUST_10306,2025-01-21,Checking,0.0,377.0,Finance
CUST_10307,2025-01-30,Savings,35828.31,313.0,Unemployed
CUST_10308,2025-04-07,Checking,5889.69,447.0,Unknown
CUST_10309,2025-01-28,Savings,16116.8,329.0,Education
CUST_10310,2025-04-21,Savings,14526.91,737.0,Unemployed
CUST_10311,2025-03-02,Checking,9654.93,829.0,Healthcare
CUST_10312,2025-02-17,Checking,0.0,362.0,Healthcare
CUST_10313,2025-05-27,Checking,0.0,729.0,Healthcare
CUST_10314,2025-01-04,Savings,0.0,434.0,Unknown
CUST_10315,2025-02-04,Checking,7132.9,456.0,Finance
CUST_10316,2025-02-18,Savings,9505.71,553.0,Healthcare
CUST_10317,2025-01-17,Investment,4282.55,486.0,Unknown
CUST_10318,2025-06-21,Checking,7151.33,678.0,Tech
CUST_10319,2025-06-07,Checking,0.0,626.0,Tech
CUST_10320,2025-02-15,Savings,589.29,498.0,Retail
CUST_10321,2025-04-27,Savings,0.0,470.0,Retail
CUST_10322,2025-01-06,Investment,14975.09,614.0,Finance
CUST_10323,2025-04-09,Savings,5614.76,305.0,Education
CUST_10324,2025-05-04,Checking,0.0,555.0,NA
CUST_10325,2025-02-06,Checking,2600.74,619.0,Retail
CUST_10326,2025-01-24,Savings,0.0,547.0,Retail
CUST_10327,2025-04-03,Credit Card,77.37,303.0,Unemployed
CUST_10328,2025-02-15,Checking,13740.3,812.0,Unknown
CUST_10329,2025-04-05,Savings,0.0,805.0,Retail
CUST_10330,2025-04-09,Savings,4082.65,330.0,Healthcare
CUST_10331,2025-04-26,Savings,0.0,574.0,Retail
CUST_10332,2025-06-09,Credit Card,0.0,,Unemployed
CUST_10333,2025-06-10,Checking,32979.4,476.0,Finance
CUST_10334,2025-03-08,Savings,23806.61,586.0,Unemployed
CUST_10335,2025-05-08,Savings,0.0,378.0,Healthcare
CUST_10336,2025-01-18,Checking,653.46,542.0,Unemployed
CUST_10337,2025-01-25,Checking,0.0,800.0,Healthcare
CUST_10338,2025-02-23,Checking,0.0,504.0,Finance
CUST_10339,2025-02-27,Savings,0.0,759.0,Education
CUST_10340,2025-03-08,Savings,4496.23,682.0,Retail
CUST_10341,2025-04-14,Checking,3279.18,632.0,Tech
CUST_10342,2025-06-23,Investment,9975.83,465.0,Education
CUST_10343,2025-01-24,Savings,15179.11,460.0,Retail
CUST_10344,2025-04-24,Checking,9170.14,305.0,Tech
CUST_10345,2025-02-01,Checking,0.0,504.0,Healthcare
CUST_10346,2025-06-24,Checking,9860.35,831.0,Unemployed
CUST_10347,2025-03-27,Savings,14530.28,399.0,Healthcare
CUST_10348,2025-05-31,Credit Card,0.0,344.0,Healthcare
CUST_10349,2025-05-07,Checking,0.0,756.0,Retail
CUST_10350,2025-06-04,Checking,22761.04,526.0,Finance
CUST_10351,2025-05-10,Savings,6324.72,,Healthcare
CUST_10352,2025-01-17,Savings,0.0,351.0,Unknown
CUST_10353,2025-04-14,Savings,36053.8,445.0,Healthcare
CUST_10354,2025-06-10,Credit Card,0.0,580.0,Healthcare
CUST_10355,2025-05-17,Savings,41585.35,422.0,Unemployed
CUST_10356,2025-02-12,Checking,10660.47,770.0,Retail
CUST_10357,2025-06-25,Savings,1959.8,596.0,Tech
CUST_10358,2025-02-08,Checking,7753.92,811.0,Education
CUST_10359,2025-06-19,Checking,0.0,801.0,Healthcare
CUST_10360,2025-01-26,Savings,5919.66,501.0,Education
CUST_10361,2025-04-09,Savings,35159.31,714.0,Finance
CUST_10362,2025-02-19,Savings,0.0,721.0,Finance
CUST_10363,2025-06-02,Checking,13000.47,819.0,Unknown
CUST_10364,2025-06-01,Checking,0.0,372.0,Finance
CUST_10365,2025-01-13,Savings,2478.79,644.0,Healthcare
CUST_10366,2025-03-01,Checking,34649.16,,Education
CUST_10367,2025-05-15,Savings,12896.93,468.0,Tech
CUST_10368,2025-02-26,Savings,16185.1,508.0,Retail
CUST_10369,2025-02-05,Savings,6062.7,842.0,Education
CUST_10370,2025-06-22,Credit Card,45432.33,844.0,Retail
CUST_10371,2025-01-20,Savings,0.0,609.0,Unknown
CUST_10372,2025-03-06,Savings,0.0,479.0,Education
CUST_10373,2025-01-08,Savings,30290.19,737.0,Healthcare
CUST_10374,2025-05-24,Savings,0.0,776.0,Tech
CUST_10375,2025-05-22,Checking,11153.89,694.0,Healthcare
CUST_10376,2025-04-25,Savings,30745.38,841.0,Finance
CUST_10377,2025-05-23,Savings,11353.38,356.0,Tech
CUST_10378,2025-04-02,Checking,38462.27,473.0,NA
CUST_10379,2025-04-08,Savings,7042.94,625.0,Unemployed
CUST_10380,2025-03-07,Credit Card,0.0,621.0,Education
CUST_10381,2025-02-01,Checking,0.0,482.0,Unknown
CUST_10382,2025-03-27,Savings,9508.21,534.0,NA
CUST_10383,2025-02-20,Checking,0.0,485.0,Retail
CUST_10384,2025-06-02,Savings,9869.6,565.0,Healthcare
CUST_10385,2025-03-04,Checking,26893.07,628.0,Healthcare
CUST_10386,2025-05-05,Checking,4744.09,664.0,Education
CUST_10387,2025-05-30,Savings,7851.59,323.0,Education
CUST_10388,2025-02-27,Checking,18734.97,560.0,Finance
CUST_10389,2025-02-27,Credit Card,15043.01,654.0,Unknown
CUST_10390,2025-03-27,Investment,22407.48,495.0,Tech
CUST_10391,2025-02-18,Checking,4712.32,,Healthcare
CUST_10392,2025-06-29,Checking,0.0,632.0,Retail
CUST_10393,2025-06-19,Savings,22640.27,620.0,Unemployed
CUST_10394,2025-03-11,Savings,1417.97,746.0,Unemployed
CUST_10395,2025-01-15,Checking,0.0,676.0,Education
CUST_10396,2025-02-23,Savings,10039.03,502.0,Education
CUST_10397,2025-04-11,Investment,7798.13,389.0,Finance
CUST_10398,2025-01-08,Savings,0.0,476.0,Tech
CUST_10399,2025-02-22,Savings,0.0,331.0,Unemployed
CUST_10400,2025-03-01,Savings,12026.23,542.0,Finance
CUST_10401,2025-04-18,Credit Card,0.0,369.0,Education
CUST_10402,2025-01-05,Checking,6715.75,370.0,Unknown
CUST_10403,2025-04-13,Checking,10601.68,457.0,Retail
CUST_10404,2025-01-06,Savings,19522.64,848.0,Finance
CUST_10405,2025-04-19,Credit Card,36786.55,625.0,Unknown
CUST_10406,2025-04-26,Savings,8558.14,334.0,Healthcare
CUST_10407,2025-04-04,Credit Card,0.0,779.0,Education
CUST_10408,2025-02-16,Checking,29876.54,759.0,Education
CUST_10409,2025-04-09,Savings,20721.39,715.0,Finance
CUST_10410,2025-02-24,Checking,7525.75,718.0,Retail
CUST_10411,2025-06-17,Checking,8547.3,810.0,Finance
CUST_10412,2025-02-21,Savings,5403.68,667.0,NA
CUST_10413,2025-05-24,Credit Card,7433.17,506.0,Retail
CUST_10414,2025-01-13,Checking,3472.02,660.0,Education
CUST_10415,2025-04-24,Savings,0.0,735.0,Unknown
CUST_10416,2025-05-04,Savings,5133.1,569.0,Finance
CUST_10417,2025-04-16,Checking,31359.11,532.0,Tech
CUST_10418,2025-06-07,Checking,0.0,405.0,Unemployed
CUST_10419,2025-05-27,Checking,930.93,317.0,Finance
CUST_10420,2025-05-25,Checking,0.0,794.0,Finance
CUST_10421,2025-04-30,Checking,22359.98,559.0,Unknown
CUST_10422,2025-03-04,Investment,17445.56,784.0,Tech
CUST_10423,2025-01-19,Checking,0.0,612.0,Tech
CUST_10424,2025-04-02,Credit Card,0.0,401.0,Healthcare
CUST_10425,2025-02-27,Savings,17985.52,836.0,Tech
CUST_10426,2025-03-31,Savings,0.0,479.0,Retail
CUST_10427,2025-04-27,Savings,17424.0,809.0,Unemployed
CUST_10428,2025-03-03,Checking,0.0,776.0,Unemployed
CUST_10429,2025-01-23,Credit Card,15425.0,699.0,Healthcare
CUST_10430,2025-05-07,Savings,11661.75,649.0,Retail
CUST_10431,2025-05-17,Savings,0.0,514.0,Unknown
CUST_10432,2025-05-20,Credit Card,0.0,682.0,Healthcare
CUST_10433,2025-05-09,Savings,13636.95,423.0,Unknown
CUST_10434,2025-02-27,Checking,0.0,591.0,Healthcare
CUST_10435,2025-05-02,Checking,21634.7,627.0,Unemployed
CUST_10436,2025-01-01,Credit Card,0.0,397.0,Unknown
CUST_10437,2025-02-03,Savings,10255.25,599.0,Retail
CUST_10438,2025-04-06,Savings,0.0,329.0,Education
CUST_10439,2025-05-06,Checking,5085.71,373.0,Unemployed
CUST_10440,2025-04-28,Investment,0.0,471.0,Education
CUST_10441,2025-02-17,Checking,2320.9,383.0,Finance
CUST_10442,2025-03-30,Savings,0.0,589.0,Unknown
CUST_10443,2025-04-27,Checking,0.0,384.0,Education
