txn_id,product_group,quantity,unit_price,declared_value,country_origin,country_risk,peer_median,robust_z,abs_robust_z,ensemble_score,risk_level,predicted_direction,anomaly_label,true_direction,explanation
TXN00014,electronics,19,456.41,8671.79,Germany,0,448.44,0.2639947002231213,0.2639947002231213,0.013577556540776324,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00015,chemicals,38,126.58,4810.04,Turkey,0,119.84,0.6653504441593917,0.6653504441593917,0.016259670481800652,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00016,raw_materials,32,41.95,1342.4,Australia,0,40.25,0.5492730208241449,0.5492730208241449,0.014679838086064012,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00017,furniture,55,247.05,13587.75,UK,0,249.21,-0.1016949152494492,0.1016949152494492,0.005228497617030383,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00018,textile,38,11.78,447.64,Panama,1,14.05,-1.9237288119290419,1.9237288119290419,0.06074012075331752,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00019,machinery,75,1350.12,101259.0,Seychelles,1,1411.0,-0.5847661127597291,0.5847661127597291,0.03189242023875608,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00020,furniture,98,239.83,23503.34,UAE,1,249.21,-0.44161958566659,0.44161958566659,0.019670432811435316,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00021,textile,13,11.57,150.41,China,0,14.05,-2.1016949134731373,2.1016949134731373,0.061518447210051286,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00022,machinery,57,1624.25,92582.25,India,0,1411.0,2.048314282950263,2.048314282950263,0.07872865200697009,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00023,electronics,24,747.07,17929.68,Turkey,0,448.44,9.891685988410348,9.891685988410348,0.24791555136257876,HIGH,OVER_INVOICING,1,OVER_INVOICING,Unit price 9.9σ above peer median → over invoicing
TXN00024,chemicals,21,100.18,2103.78,UAE,1,119.84,-1.9407699899367432,1.9407699899367432,0.06463153166688437,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00025,food_products,45,5.63,253.35,Vietnam,0,5.05,1.0545454526280997,1.0545454526280997,0.0389476901856638,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00026,medical_devices,269,629.44,169319.36,Panama,1,797.005,-2.8660737192702266,2.8660737192702266,0.11274872987461065,LOW,UNDER_INVOICING,0,NORMAL,Unit price 2.9σ below peer median → under invoicing | High-risk trade corridor
TXN00027,raw_materials,28,44.26,1239.28,Canada,0,40.25,1.2956381255910683,1.2956381255910683,0.02882286274604413,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00028,food_products,61,4.64,283.04,Vietnam,0,5.05,-0.7454545440991741,0.7454545440991741,0.018207729536291295,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00029,electronics,68,427.53,29072.04,Canada,0,448.44,-0.692613448138702,0.692613448138702,0.020158129114330934,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00030,furniture,21,225.36,4732.56,Singapore,0,249.21,-1.1228813558793362,1.1228813558793362,0.03162080274977869,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00031,chemicals,26,119.41,3104.66,Cayman Islands,1,119.84,-0.04244817373717258,0.04244817373717258,0.004683795539245822,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00032,medical_devices,32,321.47,10287.04,UK,0,797.005,-8.133669716785532,8.133669716785532,0.2215832558694169,HIGH,UNDER_INVOICING,1,UNDER_INVOICING,Unit price 8.1σ below peer median → under invoicing
TXN00033,raw_materials,49,38.36,1879.64,Malta,1,40.25,-0.6106623584456662,0.6106623584456662,0.019756422413987642,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00034,food_products,132,4.08,538.56,Malta,1,5.05,-1.7636363604297522,1.7636363604297522,0.062299461302113446,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00035,medical_devices,204,916.92,187051.68,Singapore,0,797.005,2.051056187427501,2.051056187427501,0.08263432925161007,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00036,raw_materials,22,39.98,879.56,Canada,0,40.25,-0.08723747977795329,0.08723747977795329,0.005010881757609828,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00037,chemicals,71,90.48,6424.08,UK,0,119.84,-2.8983218161008537,2.8983218161008537,0.08741248585398013,LOW,UNDER_INVOICING,0,NORMAL,Unit price 2.9σ below peer median → under invoicing
TXN00038,textile,52,13.44,698.88,Malta,1,14.05,-0.5169491521042807,0.5169491521042807,0.0232306456120705,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00039,electronics,18,428.21,7707.78,Panama,1,448.44,-0.6700894335650854,0.6700894335650854,0.027713682393680397,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00040,textile,42,13.74,577.08,Japan,0,14.05,-0.26271186418414255,0.26271186418414255,0.009938495870383585,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00041,medical_devices,45,807.24,36325.8,Malta,1,797.005,0.17506200290472843,0.17506200290472843,0.011959204676617465,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00042,food_products,65,4.78,310.7,Germany,0,5.05,-0.4909090900165283,0.4909090900165283,0.011833743609002639,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00043,chemicals,34,110.58,3759.72,India,0,119.84,-0.914116485595842,0.914116485595842,0.021164150134913965,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00044,electronics,9,410.54,3694.86,Australia,0,448.44,-1.2553825769706723,1.2553825769706723,0.0444962274525031,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00045,electronics,13,400.64,5208.32,Turkey,0,448.44,-1.5833057303218518,1.5833057303218518,0.0542927577425849,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00046,chemicals,237,124.92,29606.04,Seychelles,1,119.84,0.5014807501972866,0.5014807501972866,0.02593186200671634,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00047,textile,24,13.37,320.88,Cayman Islands,1,14.05,-0.5762711859523131,0.5762711859523131,0.021818139542456646,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00048,textile,49,42.75,2094.75,China,0,14.05,24.32203387769316,24.32203387769316,0.5076632981331517,HIGH,OVER_INVOICING,1,OVER_INVOICING,Unit price 24.3σ above peer median → over invoicing
TXN00049,food_products,61,4.46,272.06,Panama,1,5.05,-1.0727272707768596,1.0727272707768596,0.03422458424822377,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00050,machinery,70,1620.27,113418.9,India,0,1411.0,2.010085486485353,2.010085486485353,0.078351560534253,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00051,medical_devices,29,895.29,25963.41,China,0,797.005,1.681091251147162,1.681091251147162,0.06429909839066408,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00052,machinery,67,1463.62,98062.54,China,0,1411.0,0.5054269522571753,0.5054269522571753,0.02718178314656228,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00053,textile,37,13.83,511.71,Seychelles,1,14.05,-0.18644067780810142,0.18644067780810142,0.009831591179236767,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00054,raw_materials,44,39.05,1718.2,Canada,0,40.25,-0.3877221323464555,0.3877221323464555,0.011572946288393017,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00055,furniture,69,301.82,20825.58,Turkey,0,249.21,2.476930320034041,2.476930320034041,0.06841344024941216,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00056,textile,16,12.23,195.68,India,0,14.05,-1.5423728800488348,1.5423728800488348,0.04811633856660512,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00057,textile,154,14.74,2269.96,Canada,0,14.05,0.5847457622163159,0.5847457622163159,0.01835313095310196,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00058,medical_devices,220,805.32,177170.4,India,0,797.005,0.142221842125337,0.142221842125337,0.012443321261147002,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00059,electronics,120,502.71,60325.2,Canada,0,448.44,1.7976151042796413,1.7976151042796413,0.05315054210811265,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00060,textile,99,13.89,1375.11,Turkey,0,14.05,-0.13559322022407347,0.13559322022407347,0.006235346649515415,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00061,medical_devices,36,718.9,25880.4,Seychelles,1,797.005,-1.3359274779554273,1.3359274779554273,0.04881089450589809,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00062,food_products,56,5.87,328.72,Panama,1,5.05,1.4909090881983482,1.4909090881983482,0.05135423131240828,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00063,electronics,8,522.73,4181.84,Vietnam,0,448.44,2.4607485921675814,2.4607485921675814,0.07898756790929354,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00064,food_products,10,6.11,61.1,UK,0,5.05,1.9272727237685967,1.9272727237685967,0.06889398124105867,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00065,chemicals,107,123.35,13198.45,Turkey,0,119.84,0.3464955577150535,0.3464955577150535,0.013304804837590008,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00066,raw_materials,65,39.39,2560.35,Turkey,0,40.25,-0.2778675281816256,0.2778675281816256,0.009015941658220318,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00067,medical_devices,121,740.51,89601.71,UK,0,797.005,-0.9663046266832066,0.9663046266832066,0.04057107254190839,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00068,chemicals,28,139.14,3895.92,Australia,0,119.84,1.905231984017249,1.905231984017249,0.04954384317194071,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00069,electronics,107,359.84,38502.88,Panama,1,448.44,-2.93474660473883,2.93474660473883,0.0927282512528353,LOW,UNDER_INVOICING,0,NORMAL,Unit price 2.9σ below peer median → under invoicing | High-risk trade corridor
TXN00070,electronics,197,185.91,36624.27,Germany,0,448.44,-8.695925802958067,8.695925802958067,0.2294116673266848,HIGH,UNDER_INVOICING,1,UNDER_INVOICING,Unit price 8.7σ below peer median → under invoicing
TXN00071,machinery,77,1076.59,82897.43,China,0,1411.0,-3.212083373324256,3.212083373324256,0.11305655401691908,LOW,UNDER_INVOICING,0,NORMAL,Unit price 3.2σ below peer median → under invoicing
TXN00072,medical_devices,57,811.06,46230.42,Panama,1,797.005,0.24040023945539285,0.24040023945539285,0.015039868917943195,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00073,food_products,65,5.15,334.75,Japan,0,5.05,0.18181818148760434,0.18181818148760434,0.008334661766093581,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00074,electronics,105,444.71,46694.55,Germany,0,448.44,-0.1235508446464547,0.1235508446464547,0.0075197568817885535,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00075,textile,11,12.86,141.46,Germany,0,14.05,-1.0084745754165467,1.0084745754165467,0.03373696011457127,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00076,raw_materials,99,45.31,4485.69,Seychelles,1,40.25,1.6348949913942175,1.6348949913942175,0.04758273354003747,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00077,chemicals,29,121.33,3518.57,Germany,0,119.84,0.14708785783345563,0.14708785783345563,0.0067395915836439375,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00078,electronics,27,433.89,11715.03,China,0,448.44,-0.48194766477370204,0.48194766477370204,0.021278187533318404,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00079,electronics,216,471.36,101813.76,Panama,1,448.44,0.759191785334244,0.759191785334244,0.037721184216638795,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00080,food_products,49,4.6,225.4,China,0,5.05,-0.8181818166942155,0.8181818166942155,0.03482780198799831,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00081,chemicals,32,125.21,4006.72,Seychelles,1,119.84,0.5301085882990993,0.5301085882990993,0.020565847320800232,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00082,raw_materials,157,38.67,6071.19,Vietnam,0,40.25,-0.510500807589498,0.510500807589498,0.020783398543651865,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00083,chemicals,74,149.91,11093.34,Seychelles,1,119.84,2.9684106611087415,2.9684106611087415,0.09583050241844425,LOW,OVER_INVOICING,0,NORMAL,Unit price 3.0σ above peer median → over invoicing | High-risk trade corridor
TXN00084,food_products,57,5.25,299.25,Seychelles,1,5.05,0.3636363629752071,0.3636363629752071,0.016967393052922764,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00085,chemicals,70,103.91,7273.7,Turkey,0,119.84,-1.5725567619375553,1.5725567619375553,0.05161231368623744,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00086,chemicals,37,106.15,3927.55,Canada,0,119.84,-1.3514313917718217,1.3514313917718217,0.033019066448146256,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00087,machinery,39,1352.5,52747.5,Vietnam,0,1411.0,-0.5619056766827216,0.5619056766827216,0.02893400367328053,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00088,furniture,127,256.69,32599.63,UK,0,249.21,0.35216572503050003,0.35216572503050003,0.015024822960544554,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00089,raw_materials,58,36.88,2139.04,UAE,1,40.25,-1.0888529883396258,1.0888529883396258,0.031855699313003596,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00090,medical_devices,77,853.25,65700.25,India,0,797.005,0.9620285640817232,0.9620285640817232,0.03875970196429614,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00091,raw_materials,73,43.74,3193.02,Cayman Islands,1,40.25,1.1276252015742727,1.1276252015742727,0.031804347967059374,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00092,machinery,12,1590.94,19091.28,Malta,1,1411.0,1.7283642301245976,1.7283642301245976,0.0787090394542549,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00093,furniture,30,322.61,9678.3,UK,0,249.21,3.455743879309992,3.455743879309992,0.10326148622278497,LOW,OVER_INVOICING,0,NORMAL,Unit price 3.5σ above peer median → over invoicing
TXN00094,electronics,77,436.62,33619.74,China,0,448.44,-0.3915203709708007,0.3915203709708007,0.014755779377350849,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00095,medical_devices,50,744.93,37246.5,Turkey,0,797.005,-0.8907038398889817,0.8907038398889817,0.0349912406479485,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00096,textile,111,16.24,1802.64,Malta,1,14.05,1.8559322018170021,1.8559322018170021,0.06568737047850207,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00097,furniture,167,257.75,43044.25,UK,0,249.21,0.40207156306958175,0.40207156306958175,0.019360639349181148,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00098,chemicals,190,126.51,24036.9,Malta,1,119.84,0.6584402763417132,0.6584402763417132,0.03370908034325145,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00099,furniture,90,226.4,20376.0,Singapore,0,249.21,-1.073917137425898,1.073917137425898,0.02807655363644873,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00100,chemicals,14,116.35,1628.9,Cayman Islands,1,119.84,-0.34452122405286123,0.34452122405286123,0.018563926666662758,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00101,raw_materials,64,41.54,2658.56,UAE,1,40.25,0.4168012922724384,0.4168012922724384,0.015981624383504384,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00102,machinery,85,1357.01,115345.85,India,0,1411.0,-0.5185861108393187,0.5185861108393187,0.027853430127345948,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00103,machinery,23,1275.57,29338.11,Vietnam,0,1411.0,-1.3008356545836073,1.3008356545836073,0.054676349153273386,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00104,machinery,51,1526.03,77827.53,Seychelles,1,1411.0,1.104889059637837,1.104889059637837,0.051250778392818934,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00105,machinery,48,1197.26,57468.48,UK,0,1411.0,-2.0530208433190587,2.0530208433190587,0.07616955326215699,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00106,medical_devices,51,683.61,34864.11,China,0,797.005,-1.9395364747808157,1.9395364747808157,0.06429000424184005,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00107,raw_materials,148,35.37,5234.76,Turkey,0,40.25,-1.5767366715422495,1.5767366715422495,0.04230930598781185,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00108,raw_materials,43,35.29,1517.47,China,0,40.25,-1.6025848136986791,1.6025848136986791,0.04200460115889444,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00109,furniture,65,304.64,19801.6,Vietnam,0,249.21,2.6096986816097107,2.6096986816097107,0.07461560692291602,LOW,OVER_INVOICING,0,NORMAL,Unit price 2.6σ above peer median → over invoicing
TXN00110,medical_devices,14,865.01,12110.14,Canada,0,797.005,1.1631745488554996,1.1631745488554996,0.04681369407513719,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00111,raw_materials,13,37.49,487.37,China,0,40.25,-0.8917609043968449,0.8917609043968449,0.029179760118024884,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00112,chemicals,32,95.73,3063.36,Singapore,0,119.84,-2.380059229774918,2.380059229774918,0.06440669313214845,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00113,medical_devices,23,735.47,16915.81,Germany,0,797.005,-1.0525100487291101,1.0525100487291101,0.039780035179183666,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00114,furniture,19,46.07,875.33,Australia,0,249.21,-9.564030131376455,9.564030131376455,0.2644611991992678,HIGH,UNDER_INVOICING,1,UNDER_INVOICING,Unit price 9.6σ below peer median → under invoicing
TXN00115,medical_devices,33,909.01,29997.33,India,0,797.005,1.9157615667165686,1.9157615667165686,0.06270455817046203,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00116,electronics,23,431.76,9930.48,China,0,448.44,-0.5525008280704706,0.5525008280704706,0.01962173165288827,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00117,furniture,42,267.39,11230.38,Vietnam,0,249.21,0.855932203349531,0.855932203349531,0.01944856113732656,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00118,machinery,83,1424.07,118197.81,China,0,1411.0,0.1255402939186861,0.1255402939186861,0.010949549832239657,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00119,raw_materials,48,33.08,1587.84,China,0,40.25,-2.3166397407700665,2.3166397407700665,0.055990000829814146,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00120,food_products,62,6.25,387.5,India,0,5.05,2.1818181778512407,2.1818181778512407,0.06390380461055162,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00121,electronics,87,504.56,43896.72,Japan,0,448.44,1.8588936733402157,1.8588936733402157,0.05629649814569014,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00122,electronics,42,434.59,18252.78,Malta,1,448.44,-0.4587611791832151,0.4587611791832151,0.019538853723944313,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00123,machinery,13,1040.94,13532.22,Malta,1,1411.0,-3.5545096532172296,3.5545096532172296,0.13261639711736037,LOW,UNDER_INVOICING,0,NORMAL,Unit price 3.6σ below peer median → under invoicing | High-risk trade corridor
TXN00124,machinery,102,1517.01,154735.02,Turkey,0,1411.0,1.018249927951031,1.018249927951031,0.048286433051263136,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00125,textile,367,15.37,5640.79,UK,0,14.05,1.118644066848604,1.118644066848604,0.039786148542883995,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00126,food_products,90,4.64,417.6,Seychelles,1,5.05,-0.7454545440991741,0.7454545440991741,0.026316302191190764,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00127,textile,181,13.59,2459.79,Vietnam,0,14.05,-0.38983050814421166,0.38983050814421166,0.016975179874289936,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00128,furniture,116,180.39,20925.24,Seychelles,1,249.21,-3.2401129941977342,3.2401129941977342,0.10720735860404211,LOW,UNDER_INVOICING,0,NORMAL,Unit price 3.2σ below peer median → under invoicing | High-risk trade corridor
TXN00129,food_products,26,4.23,109.98,Germany,0,5.05,-1.4909090881983467,1.4909090881983467,0.043763532062788754,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00130,food_products,52,5.42,281.84,UAE,1,5.05,0.6727272715041327,0.6727272715041327,0.02352781296130612,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00131,chemicals,91,119.83,10904.53,Australia,0,119.84,-0.0009871668310975261,0.0009871668310975261,0.00030040809272518235,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00132,electronics,46,434.21,19973.66,Canada,0,448.44,-0.4713481285037652,0.4713481285037652,0.01816489051748389,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00133,chemicals,50,106.71,5335.5,Cayman Islands,1,119.84,-1.2961500492303897,1.2961500492303897,0.0402234757136346,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00134,machinery,175,1243.26,217570.5,UAE,1,1411.0,-1.611180482166833,1.611180482166833,0.07531027900176086,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00135,raw_materials,57,40.63,2315.91,Panama,1,40.25,0.12277867524304477,0.12277867524304477,0.007369077874068931,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00136,electronics,101,495.08,50003.08,Cayman Islands,1,448.44,1.5448824113433293,1.5448824113433293,0.05116705814721049,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00137,electronics,24,184.94,4438.56,Vietnam,0,448.44,-8.728055647276316,8.728055647276316,0.22704679627162572,HIGH,UNDER_INVOICING,1,UNDER_INVOICING,Unit price 8.7σ below peer median → under invoicing
TXN00138,raw_materials,26,48.2,1253.2,Canada,0,40.25,2.5686591267952625,2.5686591267952625,0.068443350402937,LOW,OVER_INVOICING,0,NORMAL,Unit price 2.6σ above peer median → over invoicing
TXN00139,medical_devices,135,835.4,112779.0,Seychelles,1,797.005,0.656717694335812,0.656717694335812,0.03319404250984451,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00140,raw_materials,148,41.36,6121.28,India,0,40.25,0.3586429724204703,0.3586429724204703,0.013234514817529606,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00141,furniture,58,301.87,17508.46,Australia,0,249.21,2.479284368998149,2.479284368998149,0.06978440194283261,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00142,textile,161,14.34,2308.74,Japan,0,14.05,0.24576271165613225,0.24576271165613225,0.010814505956896132,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00143,furniture,75,247.61,18570.75,Panama,1,249.21,-0.0753295668514437,0.0753295668514437,0.0058759082075627005,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00144,food_products,229,5.03,1151.87,Vietnam,0,5.05,-0.0363636362975199,0.0363636362975199,0.0036612193784948902,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00145,chemicals,22,127.36,2801.92,Vietnam,0,119.84,0.7423494569849595,0.7423494569849595,0.021139963417743733,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00146,machinery,74,3324.86,246039.64,Seychelles,1,1411.0,18.383056382495617,18.383056382495617,0.45126552722380703,HIGH,OVER_INVOICING,1,OVER_INVOICING,Unit price 18.4σ above peer median → over invoicing | High-risk trade corridor
TXN00147,food_products,22,5.82,128.04,Turkey,0,5.05,1.3999999974545467,1.3999999974545467,0.04077916891864513,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00148,chemicals,49,117.09,5737.41,Panama,1,119.84,-0.2714708785516808,0.2714708785516808,0.01296522476820636,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00149,electronics,66,431.91,28506.06,UAE,1,448.44,-0.5475322954439364,0.5475322954439364,0.02383483264311963,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00150,chemicals,66,140.7,9286.2,India,0,119.84,2.0592300096683847,2.0592300096683847,0.05179193524146099,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00151,medical_devices,70,802.33,56163.1,Cayman Islands,1,797.005,0.09108013341159604,0.09108013341159604,0.007851344807246256,LOW,NORMAL,0,NORMAL,High-risk trade corridor
TXN00152,textile,55,14.67,806.85,China,0,14.05,0.5254237283682837,0.5254237283682837,0.011527872890266222,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00153,medical_devices,22,773.9,17025.8,Vietnam,0,797.005,-0.3951937056290911,0.3951937056290911,0.022647158285190608,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00154,medical_devices,171,2097.2,358621.2,China,0,797.005,22.23886085654255,22.23886085654255,0.5044368777176984,HIGH,OVER_INVOICING,1,OVER_INVOICING,Unit price 22.2σ above peer median → over invoicing
TXN00155,furniture,73,279.07,20372.11,Australia,0,249.21,1.4058380413650722,1.4058380413650722,0.0350145628369885,LOW,NORMAL,0,NORMAL,No significant risk signals
TXN00156,food_products,40,5.21,208.4,India,0,5.05,0.29090909038016566,0.29090909038016566,0.011033421105368134,LOW,NORMAL,0,NORMAL,No significant risk signals
